対象日,ポスト日,区分,機種,示唆ワード,連想経路,プラス台数,設置台数,平均差枚,記事URL,ポストURL
2026-05-27,2026-05-26,機種,マギレコ,BBQ,BBQ→キュー→キュゥベえ,10,10,4710,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,マギレコ,お菓子,お菓子→お菓子の魔女,10,10,4710,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,マギレコ,M &M,M &M→まどかまぎか,10,10,4710,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,ユニコーン,お台場,お台場→ユニコーンガンダム展示,3,4,7100,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,リゼロ2,時代,時代→中島みゆき→雪,,,,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,七つ魔,７にまつわる機種,７にまつわる機種,2,2,4850,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,不二子,お台場,お台場→フジテレビ→フジ,2,2,1450,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,北斗,M &M、ガリガリ君、かっぱえびせん,M &M、ガリガリ君、かっぱえびせん→ロングセラー機種,8,8,2200,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,北斗,７にまつわる機種,７にまつわる機種,8,8,2200,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,吉宗,ガリガリ君,ガリガリ君→頭キーン→キーン→吉宗,,,,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,無職転生,事務所で食べる,事務所で食べる→じむしょくう→むしょく,3,3,6433,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-27,2026-05-26,機種,無職転生,労働,労働→無職,3,3,6433,https://sloslo-blog.hatenablog.com/entry/2026/05/28/082225,https://x.com/endo1maruhan/status/2059235645839540351
2026-05-28,2026-05-27,機種,アクダマドライブ,たこ焼き,たこ焼き→たこ焼きがアニメ第1話の重要なキー,1,2,5450,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-28,2026-05-27,機種,シャーマンキング,ネギ,ネギ→九条ネギ→九条の大罪→ビッグコミックスピリッツ→グレートスピリッツ,3,3,6667,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-28,2026-05-27,機種,ニューキンハナ,クランキーの写真にNewマーク,クランキーの写真にNewマーク,4,5,2240,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-28,2026-05-27,機種,リゼロ2,先バレ,先バレ,,,,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-28,2026-05-27,機種,炎炎2,机写真のキーボードに変換の文字,机写真のキーボードに変換の文字→十字変換,4,8,888,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-28,2026-05-27,機種,炎炎2,無性に,無性に→ショウ,4,8,888,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-28,2026-05-27,機種,炎炎2,たこ焼き,たこ焼き→焼き,4,8,888,https://sloslo-blog.hatenablog.com/entry/2026/05/29/073517,https://x.com/endo1maruhan/status/2059598014923317402
2026-05-29,2026-05-28,機種,SBJ,超特選,超特選→超→スーパー,5,6,3500,https://sloslo-blog.hatenablog.com/entry/2026/05/30/092253,https://x.com/endo1maruhan/status/2059960438377558032
2026-05-29,2026-05-28,機種,アバサー,29日,29日→ぷくぅ,2,2,1700,https://sloslo-blog.hatenablog.com/entry/2026/05/30/092253,https://x.com/endo1maruhan/status/2059960438377558032
2026-05-29,2026-05-28,機種,クレアBT,五神,五神→女神,3,3,2867,https://sloslo-blog.hatenablog.com/entry/2026/05/30/092253,https://x.com/endo1maruhan/status/2059960438377558032
2026-05-29,2026-05-28,機種,ハッピー,5月29日,5月29日→幸福の日,5,5,3000,https://sloslo-blog.hatenablog.com/entry/2026/05/30/092253,https://x.com/endo1maruhan/status/2059960438377558032
2026-05-29,2026-05-28,機種,ミスタージャグラー,五神,五神→誤審→ミスったー,4,5,1500,https://sloslo-blog.hatenablog.com/entry/2026/05/30/092253,https://x.com/endo1maruhan/status/2059960438377558032
2026-05-30,2026-05-29,機種,SAO,夕方から脳汁横丁へお手伝い,夕方から脳汁横丁へお手伝い→夕方から脳汁横丁へスイッチ,3,3,2167,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,SAO,秋葉原,秋葉原→アニメ版権,3,3,2167,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,いざ番長,和牛カルビ定食1380円,和牛カルビ定食1380円→1380→1（い）3（ざ）8（番）,2,4,4175,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,いざ番長,0の付く日,0の付く日→大都機種,2,4,4175,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,いせかる,大盛無料,大盛無料→ゼロ円→リゼロ,3,3,3100,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,いせかる,MIXホルモン定食,MIXホルモン定食→カルテット,3,3,3100,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,いせかる,手伝い,手伝い→メイド→リゼロ,3,3,3100,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,かぐや様,丼もの各種（看板のメニュー下部）,丼もの各種（看板のメニュー下部）→丼→ドーンだよ！,10,16,1475,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,かぐや様,花園神社近く,花園神社近く→近く→チカ→藤原千花,10,16,1475,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,かぐや様,牛カルビカチ盛り,牛カルビカチ盛り→カチ→チカ,10,16,1475,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,シャーマンキング,秋葉原,秋葉原→葉,3,3,8533,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,シャーマンキング,金網,金網→金→キング,3,3,8533,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,ゾンサガ,キムチ食べ放題,キムチ食べ放題→鳥放題,,,,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,ドラハナ,ランチ,ランチ→ドラゴンボール,11,11,2827,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,ドラハナ,30日,30日→３０パイ,11,11,2827,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,攻殻機動隊,脳汁,脳汁→電脳→攻殻機動隊,4,5,3000,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-30,2026-05-29,機種,攻殻機動隊,秋葉原,秋葉原→電気街→電脳,4,5,3000,https://sloslo-blog.hatenablog.com/entry/2026/05/31/074931,https://x.com/endo1maruhan/status/2060322844333240340
2026-05-31,2026-05-30,末尾・設置・記念日など,6台設置機種&9台設置機種,マルハン創業69周年月間最終日,マルハン創業69周年月間最終日,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,SBJ,健康診断,健康診断→医者→ブラックジャック,4,6,2450,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,ToLOVEる,レタス,レタス→春野菜→春菜,4,6,2883,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,からくり,サンデー,サンデー→サンデー連載,4,9,1556,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,からくり,ハンバーガー,ハンバーガー→サンド→サンド目,4,9,1556,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,ジャグラーガールズ,5/31,5/31→サイ→ツノッチ,5,6,1967,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,ハードボイルド,5月31日,5月31日→世界禁煙デー→タバコ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,化物語,悩んだ結果,悩んだ結果→迷いマイマイ,4,6,2967,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,吉宗,月末,月末→松,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,戦国乙女4,月末,月末→終わり→尾張,3,5,7620,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,東京喰種,写真トマトの種,写真トマトの種→種→喰種,32,39,4582,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,東京喰種,トマト,トマト→赤→赫眼,32,39,4582,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-05-31,2026-05-30,機種,東京喰種,摂生,摂生→摂食,32,39,4582,https://sloslo-blog.hatenablog.com/entry/2026/06/01/073151,https://x.com/endo1maruhan/status/2060685240344129730
2026-06-01,2026-05-31,機種,Sこのすば,キャベツ,キャベツ→このすば,3,3,4133,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-01,2026-05-31,機種,いせかる,写真の中の爪楊枝,写真の中の爪楊枝→幼児→幼女戦記,3,3,4367,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-01,2026-05-31,機種,ギアスC.C.,伝票のサービス料0円,伝票のサービス料0円→ゼロ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-01,2026-05-31,機種,ファンキー2,伝票番号101,伝票番号101→101匹わんちゃん→犬,30,32,2841,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-01,2026-05-31,機種,炎炎2,展示,展示→十字（テンジ）→十字目,0,8,-2825,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-01,2026-05-31,機種,炎炎2,生姜焼き,生姜焼き→ショウ→ショウ日下部,0,8,-2825,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-01,2026-05-31,機種,番長ZERO,伝票のサービス料0円,伝票のサービス料0円→ゼロ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/02/073535,https://x.com/endo1maruhan/status/2061047577135755639
2026-06-02,2026-06-01,機種,ゾンサガ,鶏,鶏→鳥放題,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,ネオアイムEX,周年から40日目,周年から40日目→40台機種,31,40,1940,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,ネオアイムEX,目玉,目玉→アイ→アイム,31,40,1940,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,モンハンライズ,漬物（つぼ漬、キムチ）,漬物（つぼ漬、キムチ）→けもの,4,8,2525,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,モンハンライズ,スタッフ,スタッフ→「スタッフゥー」→狩野英孝→狩,4,8,2525,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,モンハンライズ,ヒレカツ,ヒレカツ→ヒレ（定番アイテム）,4,8,2525,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,鏡,マカロニ,マカロニ→マカ→マカイッキ,2,3,2767,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,鏡,米,米→アメリカ,2,3,2767,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,防振り,つるかめ,つるかめ→亀,3,5,1560,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,防振り,わかめ,わかめ→亀,3,5,1560,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-02,2026-06-01,機種,防振り,ふりかけ,ふりかけ→振り,3,5,1560,https://sloslo-blog.hatenablog.com/entry/2026/06/03/072053,https://x.com/endo1maruhan/status/2061409980092383412
2026-06-03,2026-06-02,機種,アニマルドッチ,どっち派？,どっち派？→ドッチ,2,2,5950,https://sloslo-blog.hatenablog.com/entry/2026/06/04/074311,https://x.com/endo1maruhan/status/2061772332704903465
2026-06-03,2026-06-02,機種,ミスタージャグラー,（画像）牡蠣,（画像）牡蠣→オイスター→ミスター,5,5,2440,https://sloslo-blog.hatenablog.com/entry/2026/06/04/074311,https://x.com/endo1maruhan/status/2061772332704903465
2026-06-03,2026-06-02,機種,化物語,6月3日キャラ誕,6月3日キャラ誕→千石撫子,3,6,933,https://sloslo-blog.hatenablog.com/entry/2026/06/04/074311,https://x.com/endo1maruhan/status/2061772332704903465
2026-06-03,2026-06-02,機種,化物語,時間,時間→倖時間,3,6,933,https://sloslo-blog.hatenablog.com/entry/2026/06/04/074311,https://x.com/endo1maruhan/status/2061772332704903465
2026-06-03,2026-06-02,機種,北斗,（画像）赤魚（の西京焼き）,（画像）赤魚（の西京焼き）→魚→雑魚,8,8,2675,https://sloslo-blog.hatenablog.com/entry/2026/06/04/074311,https://x.com/endo1maruhan/status/2061772332704903465
2026-06-03,2026-06-02,機種,炎炎2,（画像）地下1階,（画像）地下1階→地下へ,3,8,850,https://sloslo-blog.hatenablog.com/entry/2026/06/04/074311,https://x.com/endo1maruhan/status/2061772332704903465
2026-06-04,2026-06-03,機種,Sこのすば,水,水→アクア→このすば,3,3,4500,https://sloslo-blog.hatenablog.com/entry/2026/06/05/074923,https://x.com/endo1maruhan/status/2062134738975174819
2026-06-04,2026-06-03,機種,ジャグラーガールズ,UFO,UFO→ピンクレディー→ガールズ,5,6,2550,https://sloslo-blog.hatenablog.com/entry/2026/06/05/074923,https://x.com/endo1maruhan/status/2062134738975174819
2026-06-04,2026-06-03,機種,モンキーV,水がジャー,水がジャー→水しぶき→モンキーV,15,18,3156,https://sloslo-blog.hatenablog.com/entry/2026/06/05/074923,https://x.com/endo1maruhan/status/2062134738975174819
2026-06-05,2026-06-04,機種,Sカバネリ,紅しょうが,紅しょうが→ジンジャー→神社→カバネリ,2,2,3350,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-05,2026-06-04,機種,ドラハナ,ランチ,ランチ→ドラゴンボール→ドラハナ,10,11,2400,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-05,2026-06-04,機種,ハッピー,エビフライ,エビフライ→エビの尾っぽ→オッポ→ハッピー,3,5,2520,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-05,2026-06-04,機種,ハッピー,画像内のメニューにあるHappy Hour,画像内のメニューにあるHappy Hour→ハッピー,3,5,2520,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-05,2026-06-04,機種,リゼロ2,画像内のメニューにあるハーフ＆ハーフ,画像内のメニューにあるハーフ＆ハーフ→ハーフ→ハーフエルフ→エミリア→リゼロ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-05,2026-06-04,機種,番長ZERO,昭和のプレート,昭和のプレート→昭和（リプレイ柄）→番長ゼロ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-05,2026-06-04,機種,虚構推理,大人のお子様,大人のお子様→江戸川コナン→推理→虚構推理,2,3,733,https://sloslo-blog.hatenablog.com/entry/2026/06/06/081839,https://x.com/endo1maruhan/status/2062497149045383174
2026-06-06,2026-06-05,末尾・設置・記念日など,アナザー末尾⑨,バクバク,バクバク→⑧⑨→⑨,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/07/085512,https://x.com/endo1maruhan/status/2062859585871114590
2026-06-06,2026-06-05,機種,グランベルム,トンカツ,トンカツ→トンカツマン→グランベルム,2,2,3505,https://sloslo-blog.hatenablog.com/entry/2026/06/07/085512,https://x.com/endo1maruhan/status/2062859585871114590
2026-06-06,2026-06-05,機種,ドラハナ,おかわり自由,おかわり自由→前日の機種をもう１回→ドラハナ,8,11,1809,https://sloslo-blog.hatenablog.com/entry/2026/06/07/085512,https://x.com/endo1maruhan/status/2062859585871114590
2026-06-06,2026-06-05,機種,ハッピー,おかわり自由,おかわり自由→前日の機種をもう１回→ハッピー,4,5,1660,https://sloslo-blog.hatenablog.com/entry/2026/06/07/085512,https://x.com/endo1maruhan/status/2062859585871114590
2026-06-07,2026-06-06,機種,Sカバネリ,鉄板,鉄板→甲鉄城,2,2,2300,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,からくり,サンデー,サンデー→少年サンデー,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,アイム,7日,7日→7にまつわる→7台機種,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,アレックス,鳥良商店,鳥良商店→鳥,3,4,2700,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,ファンキー2,チーズ,チーズ→名犬チーズ→犬,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,リゼロ2,いってこい,いってこい→プラマイゼロ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,七つ魔,7日,7日→7にまつわる機種,1,2,3550,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,炎炎2,口内炎,口内炎→炎,4,8,2112,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,番長ZERO,リポD,リポD→一本いっとく？,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-07,2026-06-06,機種,鉄拳6,リポD,リポD→大正製薬→ワシのマーク→ワシ→三島平八,3,5,700,https://sloslo-blog.hatenablog.com/entry/2026/06/08/080537,https://x.com/endo1maruhan/status/2063221988529951174
2026-06-08,2026-06-07,機種,アズレン,6/8,6/8→ヴァイキングの日→船,1,3,2067,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,アズレン,減台機種,減台機種,1,3,2067,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,ゾンサガ,チキン,チキン→鳥→鳥放題,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,ミスタージャグラー,ケンタッキー,ケンタッキー→カーネルサンダース→蝶ネクタイ,5,5,3400,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,ミスタージャグラー,おすすめPOP曜日違い,おすすめPOP曜日違い→ミスったー→ミスター,5,5,3400,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,ミスタージャグラー,5秒で解決,5秒で解決→解決ゾロリ→ゾロリはキツネ,5,5,3400,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,モンキーV,8の日,8の日→山佐プレミアムデー,17,18,5533,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,モンキーV,出て歩いて5秒,出て歩いて5秒→即→即優出,17,18,5533,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,モンキーV,安全に配慮,安全に配慮→ヘルメット,17,18,5533,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,七つ魔,減台機種,減台機種,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,北斗転生2,ケンタッキー,ケンタッキー→ケン,5,7,3829,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,北斗転生2,減台機種,減台機種,5,7,3829,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,戦国乙女4,写真のメニュー,写真のメニュー→和風→日本古来の伝統的な文化や様式,5,5,4800,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,戦国乙女4,写真のメニュー,写真のメニュー→元祖→旧シリーズ,5,5,4800,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-08,2026-06-07,機種,戦国乙女4,最新作導入記念,最新作導入記念,5,5,4800,https://sloslo-blog.hatenablog.com/entry/2026/06/09/083024,https://x.com/endo1maruhan/status/2063584415721431210
2026-06-09,2026-06-08,機種,エウレカ,福神漬け,福神漬け→七福神→七→エウレカ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/10/072947,https://x.com/endo1maruhan/status/2063946673865523306
2026-06-09,2026-06-08,機種,バイオRE:2,染みる,染みる→染→感染→バイオ,2,2,2100,https://sloslo-blog.hatenablog.com/entry/2026/06/10/072947,https://x.com/endo1maruhan/status/2063946673865523306
2026-06-09,2026-06-08,機種,バンドリ,6/9,6/9→ロックの日→バンドリ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/10/072947,https://x.com/endo1maruhan/status/2063946673865523306
2026-06-09,2026-06-08,機種,マイジャグV,カレーライス,カレーライス→米→マイ→マイジャグ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/10/072947,https://x.com/endo1maruhan/status/2063946673865523306
2026-06-09,2026-06-08,機種,ヴヴヴ,03-5155（電話番号）,03-5155（電話番号）→5155→V1VV→ヴヴヴ1→初代ヴヴヴ,2,4,1875,https://sloslo-blog.hatenablog.com/entry/2026/06/10/072947,https://x.com/endo1maruhan/status/2063946673865523306
2026-06-10,2026-06-09,機種,SAO,スイカバー,スイカバー→スイカ（Suica）→電子マネー→オンライン,3,3,3067,https://sloslo-blog.hatenablog.com/entry/2026/06/11/075503,https://x.com/endo1maruhan/status/2064309173341573609
2026-06-10,2026-06-09,機種,ゴッドイーター,11周年から48日目,11周年から48日目→48台,7,13,2723,https://sloslo-blog.hatenablog.com/entry/2026/06/11/075503,https://x.com/endo1maruhan/status/2064309173341573609
2026-06-10,2026-06-09,機種,ゴッドイーター,キャラ誕🎂：橘サクヤ,キャラ誕🎂：橘サクヤ,7,13,2723,https://sloslo-blog.hatenablog.com/entry/2026/06/11/075503,https://x.com/endo1maruhan/status/2064309173341573609
2026-06-10,2026-06-09,機種,ゾンサガ,けやきや,けやきや→欅→欅坂46→アイドル,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/11/075503,https://x.com/endo1maruhan/status/2064309173341573609
2026-06-10,2026-06-09,機種,マイジャグV,11周年から48日目,11周年から48日目→48台,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/11/075503,https://x.com/endo1maruhan/status/2064309173341573609
2026-06-10,2026-06-09,機種,マイジャグV,米,米→マイ,,,,https://sloslo-blog.hatenablog.com/entry/2026/06/11/075503,https://x.com/endo1maruhan/status/2064309173341573609
